AK,0
AL,125
AR,134
AZ,209
CA,1685
CO,210
CT,0
DC,0
DE,0
FL,1250
GA,555
HI,0
IA,0
ID,0
IL,557
IN,500
KS,59
KY,313
LA,431
MA,676
MD,0
ME,0
MI,517
MN,0
MO,376
MS,235
MT,0
NC,281
NV,0
NE,0
NH,0
NJ,343
NM,0
ND,323
NY,0
OH,802
OK,286
OR,0
PA,666
RI,0
SC,254
SD,0
TN,343
TX,2120
UT,0
VA,125
VT,0
WA,0
WI,145
WV,0
WY,0
